sample_id	label	ENSG00000000003	ENSG00000000005	ENSG00000000419
A0C8-01A	BLCA	5.79695375404049	0.5380724609197897	4.230639352037345
A0EZ-01A	BLCA	3.6181341491603662	0	5.209733425858689
A0F0-01A	BLCA	4.059152438881489	0	5.468671685951992
A0F1-01A	BLCA	2.779931776484625	0	3.711926523180289
A0F6-01A	BLCA	4.826122266675995	0.10662133965990848	4.847071266908919
A0S7-01A	BLCA	3.5515228656613194	0.6955474169475516	4.971507719898006
A0YN-11A	BLCA	2.1193115506331193	0.27569488886678994	4.083444417151014
A0YO-01A	BLCA	4.585840300500108	0.03578522254414364	4.453752551371868
A0YR-01A	BLCA	4.202301722617269	0	5.021745058731623
A0YR-11A	BLCA	3.2842194430362377	1.1461953730922658	4.254997299770294
A0YX-01A	BLCA	3.6435056844192233	0	4.281501593075362
A13I-01A	BLCA	3.210901227673082	0.07966376043672135	4.608439472168034
A13J-01A	BLCA	3.6925632929525856	0.307230129467233	4.67884392627157
A13J-11A	BLCA	1.947112596922334	0.27351638187269406	4.28477006353219
A1A3-01A	BLCA	4.373454206559163	0.04439119779419234	4.5191712335280885
A1A6-01A	BLCA	4.9433682374937735	0.03223294863539192	5.602098562872269
A1A7-01A	BLCA	3.111375059992885	0.02991988587954417	3.6146238979836207
A1AB-01A	BLCA	3.3976492775055624	0.08424093463751013	4.452031533238085
A1AC-01A	BLCA	5.302224030884099	0	5.067354459004308
A1AD-01A	BLCA	5.505959999459934	0.1587563392651153	4.586428473376317
A1AE-01A	BLCA	3.986564085107368	0	4.5436426956318545
A1AF-01A	BLCA	4.68857086260549	0.02916936712447925	4.411241155938916
A1AG-01A	BLCA	4.5412134863993145	0.10005994254825672	4.588766440994078
A20J-01A	BLCA	3.624934829046601	0.0480717968394336	5.289923714991952
A20N-01A	BLCA	4.317553307812019	0.0533500706962905	5.102553484784251
A20N-11A	BLCA	1.9292511222453337	0.5837290817043126	4.259682127906144
A20O-01A	BLCA	2.795065059345478	0.13717647675629877	4.51251443210958
A20P-01A	BLCA	5.978994071608744	0.6375910112454836	4.502347839514204
A20Q-01A	BLCA	4.341183070394286	0.11179729668582	4.934510553019914
A20Q-11A	BLCA	1.7859112202129392	0.494038922696965	4.2075447784262705
A20R-01A	BLCA	4.861762168100381	1.5034213798812717	4.651159329431977
A20R-11A	BLCA	2.254383839047999	0.8116442504637339	4.206041815210634
A20T-01A	BLCA	4.316537113705544	0.05941080889780591	4.659581461167988
A20U-01A	BLCA	4.072807122505628	0.1257849352462859	4.823949584705797
A20U-11A	BLCA	4.000929045192714	0.08710084266951917	4.204346848137224
A20V-01A	BLCA	4.320454765881971	0	4.889490101138106
A20W-01A	BLCA	4.49045146927053	0.18744967615664604	4.9133678319179985
A2C5-01A	BLCA	4.78584789320851	0.05716220256566011	4.707532080932699
A2C5-11A	BLCA	4.99115925373414	0.13914960956158395	4.715318072944689
A2EC-01A	BLCA	4.596622189046079	0.02698616590406135	4.541786197139886
A2EJ-01A	BLCA	2.8534721116760915	0	4.8667444565204265
A2EK-01A	BLCA	5.147575493407909	0	4.700790084726747
A2EO-01A	BLCA	4.751465392498041	0	4.9156137143101555
A2ES-01A	BLCA	3.2672031502074037	0.02825062596085647	4.848491766921312
A2HO-01A	BLCA	4.503693620802341	0.09080635754377822	4.013727710433796
A2HQ-01A	BLCA	4.566057367620853	0	5.34600016154672
A2HX-01A	BLCA	4.964662369319698	0.06219102426065016	4.718967370133678
A2I1-01A	BLCA	4.77065738304194	0	4.504621672205152
A2I2-01A	BLCA	3.8626186442507304	0	4.962903506997647
A2I4-01A	BLCA	4.311480380383854	0.18818541396657945	4.9721924588147095
A2I6-01A	BLCA	3.7358386541369457	0.04530742382941472	4.72680359507785
A2LA-11A	BLCA	5.049018936840278	0.08526228773928365	4.3956336931878415
A2LB-01A	BLCA	4.263756619379426	0.02893330957383558	4.623309595823922
A2LB-11A	BLCA	3.4501511183649596	0.16738731774259785	4.238903532246416
A2OE-01A	BLCA	4.032599407789619	0	5.044047599196066
A3B4-01A	BLCA	3.202645816839741	0	4.920611947969103
A3B6-01A	BLCA	3.9423768062884497	0	5.000817895635018
A3B7-01A	BLCA	3.129550202163743	0.03199838620885112	4.957988924230667
A3B8-01A	BLCA	2.8258915442371615	0.33688454196807605	4.4164305400844555
A3BM-01A	BLCA	4.689177222145436	0	5.14981311202535
A3BM-11A	BLCA	4.154262628436135	0.261208169704483	4.5012690159201245
A3I6-01A	BLCA	4.483195360109467	0.07623344262640058	5.256320997803917
A3IB-01A	BLCA	3.792508498739415	0	4.550597810901136
A3IE-01A	BLCA	4.720782470661064	0	4.281569154275331
A3IK-01A	BLCA	4.551817228412314	0	3.953162080034444
A3IL-01A	BLCA	4.994878274800928	0.08555724583256562	4.547667650908965
A3IM-01A	BLCA	3.771271439672994	0	4.935515039350372
A3IN-01A	BLCA	4.301297535372069	0	4.237522805738289
A3IQ-01A	BLCA	3.524691252221828	0.11655119334688378	4.221924019045924
A3IS-01A	BLCA	4.631646789956831	0.05562717304657027	5.194264011361223
A3IT-01A	BLCA	4.180250991235429	0.16255545752826409	4.4823890971519775
A3IU-01A	BLCA	2.456985650500867	0.03088933250738572	4.835565209253636
A3IV-01A	BLCA	6.576043985761707	0.14581111167845429	5.123023761275586
A3JM-01A	BLCA	3.597705878029533	1.1626064422641609	5.300071660399708
A3JV-01A	BLCA	4.638811497807572	0	4.844616605367215
A3JW-01A	BLCA	4.2593048962194535	0	4.890735935919706
A3JX-01A	BLCA	4.2304912569553395	0.05986227562846302	5.232929347188141
A3JZ-01A	BLCA	4.26544844906545	0.0249958359834059	4.951461821988967
A3MF-01A	BLCA	2.5894218534421793	0.01670838748239752	2.138175599857401
A3MH-01A	BLCA	4.4700380821031205	0	4.015119874196487
A090-01A	BRCA	3.1049199303350385	0.3255063845554968	4.9467397753467415
A092-01A	BRCA	3.7792595356264824	0.22049783673209747	5.073504683596601
A093-01A	BRCA	4.230860716219426	1.28555817573112	4.495330450357354
A094-01A	BRCA	4.058613577526982	0	5.2954315781290795
A095-01A	BRCA	3.9553691853569	0.7058415958335518	4.903189691263156
A096-01A	BRCA	3.4050078952780756	0.18032951357372567	4.5092299022121525
A097-01A	BRCA	3.4658876250179973	0.2647873140384786	4.885986681449046
A099-01A	BRCA	3.823989742041303	0.03532019685885896	4.877802439317276
A09A-01A	BRCA	2.719833282737673	0.4296036433159424	4.665013277513141
A09B-01A	BRCA	3.4274546128862355	1.1043173467860652	4.073817277567658
A09D-01A	BRCA	2.904642138421791	2.6906345415547612	4.124313363274209
A09E-01A	BRCA	4.0297945081588535	0.244059653810272	4.892717773321172
A09G-01A	BRCA	3.228989320485074	0.6658159484347801	4.666058509608872
A09I-01A	BRCA	2.388539731596046	0.2306624162489748	5.0978681514625235
A09K-01A	BRCA	3.2697160940642775	0.21896821934264385	4.3768065515054575
A09M-01A	BRCA	1.8977610839668264	0	5.003750258645285
A09N-01A	BRCA	2.606652270408638	0.22812018557261457	4.85370238155059
A09R-01A	BRCA	2.335255427226556	0.21604596325614484	4.686204583977084
A09T-01A	BRCA	2.63036128716619	0	5.006088678466857
A09W-01A	BRCA	3.146442126453816	0.4424189440358425	4.612955043561355
A09X-01A	BRCA	2.9453408675290835	0.5908696761379173	3.892360410434422
A09Z-01A	BRCA	3.2700580231791485	0	4.431926492593772
A0A2-01A	BRCA	3.789350300118699	0.13034438106289847	4.438860681739846
A0A4-01A	BRCA	3.9101670809496	0.09151522261548002	4.483727149347474
A0A6-01A	BRCA	3.8154228746601904	0.6466373734259241	4.713897478088244
A0A7-01A	BRCA	2.704311755844575	0.45834378472138537	4.934592395598404
A0A9-01A	BRCA	2.9636445565678087	0.2007598797046231	4.688548172735299
A0AB-01A	BRCA	5.215433601059089	0.5555245316338003	4.31950099678067
A0AD-01A	BRCA	3.3652793801758456	0.35040031921296566	4.51148489787596
A0AJ-01A	BRCA	4.068070020348236	0.27114577525408606	5.274592159390759
A0AK-01A	BRCA	1.1482747797128203	0.13192136168286242	4.629987109517438
A0AL-01A	BRCA	3.6864105164624856	0.3246159993685137	4.541399570951824
A0AM-01A	BRCA	3.275628311573482	0.02822641612344882	5.658628097018606
A0AR-01A	BRCA	4.4530179772961	0.12987954990036607	3.8870444828994746
A0AS-01A	BRCA	3.643820423754471	0	4.501654036681267
A0AU-01A	BRCA	3.192567038409767	1.2137165190728072	4.914589580964336
A0AU-11A	BRCA	4.141436282965723	2.6667721038576597	4.429310001260458
A0AW-01A	BRCA	4.131992660332559	0.5764206122767584	4.756880383500968
A0AY-01A	BRCA	3.337849269536345	1.0857024218008489	4.272297542102559
A0AY-11A	BRCA	4.19755912834746	3.3452472765341583	4.564024417383858
A0AZ-01A	BRCA	3.4460096030868197	1.2161591021245022	4.296312447093934
A0AZ-11A	BRCA	4.3946571240336825	2.187935620893705	4.616593961915284
A0B0-01A	BRCA	4.340581138127923	1.3390962650246754	4.411669198508864
A0B1-01A	BRCA	4.0868145958675814	0.2314466819652888	4.7452599311681105
