sample_id	label	ENSG00000000003	ENSG00000000005	ENSG00000000419
GTEX-S32W-1126-SM-4AD5V	BLCA	2.432776505713671	0.3465310228572041	4.049943775226957
GTEX-S3XE-1226-SM-4AD4L	BLCA	4.242417661226373	0.4045262858275198	3.89014447580911
GTEX-S4Q7-0926-SM-4AD5D	BLCA	3.63475988102422	0.1665049481862717	4.084039511469526
GTEX-S4UY-0926-SM-4AD6O	BLCA	4.544966018208702	0.8150803430082576	4.011062967896114
GTEX-SE5C-1026-SM-4BRUG	BLCA	2.2303951682719525	0.05688766982432358	3.801419859533551
GTEX-SNMC-0826-SM-4DM66	BLCA	4.904345796041735	0.08461568950857228	4.044164362213639
GTEX-SNOS-0526-SM-4DM54	BLCA	4.857456094752622	0	4.196105850485194
GTEX-TMMY-1526-SM-4DXST	BLCA	3.0816982616114785	0.3260328727622345	3.883278689364775
GTEX-U3ZM-0826-SM-4DXU6	BLCA	2.8300036840554577	0.11821544181494678	3.878877228110722
GTEX-U3ZN-1226-SM-4DXUD	BLCA	4.504816096202382	0.35992914728520076	4.021651811347931
GTEX-R55D-0826-SM-48FEA	BRCA	3.5718544321063757	2.058931322875164	3.7684627964744135
GTEX-R55F-1726-SM-2TF4R	BRCA	4.386129034078328	1.0215266967687229	4.51299721071498
GTEX-REY6-2426-SM-48FF5	BRCA	3.969415439249119	4.047155184355387	3.8733144751558606
GTEX-RU1J-0626-SM-4WAWY	BRCA	3.745572058264902	1.622048047840902	4.008205747557638
GTEX-RU72-0626-SM-46MUI	BRCA	3.817924659173824	2.8570745762036807	4.181011774866115
GTEX-RUSQ-2026-SM-4GIAK	BRCA	3.8107978896693018	2.57850799517535	3.933115546429115
GTEX-RWS6-1926-SM-47JXY	BRCA	3.7542187998752223	1.99081620090988	4.069022528107757
GTEX-S32W-2026-SM-4AD6E	BRCA	3.699775872755537	3.0050988031480443	3.775686426603512
GTEX-S33H-0326-SM-4AD6N	BRCA	3.7610705287383617	4.566274199879191	3.943373481487547
GTEX-S341-1526-SM-4AD6K	BRCA	3.6693587555058857	1.0598627192244887	4.196538838418003
GTEX-S4P3-1326-SM-4AD6V	BRCA	3.7161138359832218	2.2149602436014884	4.089351879418447
GTEX-S4Q7-1126-SM-4AD6R	BRCA	4.126839649476135	2.931782724523881	3.7822986545267216
GTEX-S4UY-0726-SM-4AD6X	BRCA	3.8077715552616818	2.890515795973123	3.961589559357492
GTEX-S7SE-0826-SM-4AT4D	BRCA	3.7161851871898337	4.0594676443964675	4.1389591124093394
GTEX-SE5C-2126-SM-4BRUJ	BRCA	3.770951876960523	3.322578671244014	3.852498987765695
GTEX-SIU7-1626-SM-4BRUK	BRCA	3.916346579219204	0.9245014929437246	4.08379908909016
GTEX-T2IS-1526-SM-32QPR	BRCA	3.742728066609665	1.486449056035828	4.377806288098735
GTEX-T2YK-2226-SM-32QPT	BRCA	4.223339960578899	2.9085202815989053	4.2367493304521995
GTEX-T5JC-2126-SM-32PMO	BRCA	3.6910983077693658	1.1112826322352547	4.169116147283248
GTEX-T5JW-2026-SM-4DM63	BRCA	3.710541075356553	1.7531696875135034	4.108504785135514
GTEX-T6MN-0726-SM-32PML	BRCA	3.646462247839041	3.3369108208478773	4.232172440660461
GTEX-T6MO-0326-SM-32QOK	BRCA	3.9865213266006143	2.6225207294198856	4.021291440663286
GTEX-TKQ1-0226-SM-33HB5	BRCA	3.7454413290445743	2.1410263265296723	4.017422260172312
GTEX-TKQ2-1826-SM-33HB2	BRCA	3.4746233534130657	3.665502258356356	3.9855767331889695
GTEX-TML8-1226-SM-32QON	BRCA	3.49940577216086	2.874954289346966	4.155507749603218
GTEX-TMMY-0726-SM-33HBE	BRCA	4.106272425532191	3.120901529827021	4.293496041740744
GTEX-U3ZH-1426-SM-4DXSR	BRCA	3.767008604319344	1.883160924712521	4.18036467889892
GTEX-U3ZN-1926-SM-4DXSG	BRCA	3.62370703085109	2.9239696616765047	3.945619457208114
GTEX-U412-1826-SM-4DXTJ	BRCA	4.269029948107901	1.4707858539086418	4.186528874080242
GTEX-U8XE-0826-SM-4E3J1	BRCA	3.1923854605331905	3.678004894239512	3.9586762477069777
